"Step","14_sazut-tonat-munobhasaz - episodic_return","14_sazut-tonat-munobhasaz - episodic_return__MIN","14_sazut-tonat-munobhasaz - episodic_return__MAX"
"473988","3","3","3"
"474147","18","18","18"
"474212","2","2","2"
"474290","6","6","6"
"475663","6","6","6"
"475770","3","3","3"
"475990","5","5","5"
"476224","3","3","3"
"476449","5","5","5"
"477140","6","6","6"
"477282","2","2","2"
"477533","5","5","5"
"477743","1","1","1"
"477953","6","6","6"
"479359","6","6","6"
"479614","2","2","2"
"479948","2","2","2"
"480055","7","7","7"
"480630","6","6","6"
"480985","2","2","2"
"481038","6","6","6"
"481669","9","9","9"
"481900","4","4","4"
"482459","6","6","6"
"482718","1","1","1"
"483206","7","7","7"
"483890","0","0","0"
"484055","1","1","1"
"484319","5","5","5"
"484789","7","7","7"
"485141","10","10","10"
"485229","8","8","8"
"485320","3","3","3"
"485394","2","2","2"
"485969","5","5","5"
"486117","6","6","6"
"486840","0","0","0"
"487367","5","5","5"
"487530","5","5","5"
"487664","8","8","8"
"488872","5","5","5"
"489321","6","6","6"
"490186","3","3","3"
"490400","13","13","13"
"491494","5","5","5"
"492019","8","8","8"
"492105","6","6","6"
"492179","3","3","3"
"493999","7","7","7"
"494446","30","30","30"
"494468","1","1","1"
"495117","4","4","4"
"495179","9","9","9"
"495296","4","4","4"
"495516","16","16","16"
"496464","8","8","8"
"497145","7","7","7"
"497533","18","18","18"
"498036","1","1","1"
"498785","7","7","7"
"499459","12","12","12"
"499589","2","2","2"
"500067","5","5","5"
"500290","10","10","10"
"501076","7","7","7"
"501483","4","4","4"
"501540","5","5","5"
"501866","0","0","0"
"502106","7","7","7"
"502203","9","9","9"
"502239","1","1","1"
"502361","3","3","3"
"502496","4","4","4"
"502706","3","3","3"
"502972","8","8","8"
"503314","2","2","2"
"503451","3","3","3"
"503692","8","8","8"
"503974","2","2","2"
"504029","5","5","5"
"504071","3","3","3"
"504728","7","7","7"
"504789","4","4","4"
"504975","11","11","11"
"505065","1","1","1"
"505175","3","3","3"
"505225","1","1","1"
"505976","5","5","5"
"506318","7","7","7"
"506833","6","6","6"
"506890","4","4","4"
"506988","1","1","1"
"507071","4","4","4"
"507478","8","8","8"
"507688","3","3","3"
"507718","9","9","9"
"507815","16","16","16"
"507976","3","3","3"
"508218","7","7","7"
"508404","0","0","0"
"509267","4","4","4"
"510773","5","5","5"
"511923","3","3","3"
"512567","9","9","9"
"513982","6","6","6"
"514756","5","5","5"
"515117","7","7","7"
"515166","8","8","8"
"515459","4","4","4"
"515769","3","3","3"
"515856","0","0","0"
"516416","6","6","6"
"516918","12","12","12"
"517505","3","3","3"
"517798","0","0","0"
"517855","2","2","2"
"518126","6","6","6"
"518658","4","4","4"
"518812","4","4","4"
"519572","5","5","5"
"519786","5","5","5"
"520268","4","4","4"
"520465","1","1","1"
"520669","2","2","2"
"520846","1","1","1"
"520997","13","13","13"
"521177","0","0","0"
"522063","0","0","0"
"522162","3","3","3"
"522593","6","6","6"
"523752","2","2","2"
"523978","3","3","3"
"524173","9","9","9"
"524980","0","0","0"
"526342","1","1","1"
"527358","1","1","1"
"527593","3","3","3"
"528509","12","12","12"
"528698","6","6","6"
"529208","6","6","6"
"529434","2","2","2"
"529624","8","8","8"
"530097","9","9","9"
"530656","2","2","2"
"531683","6","6","6"
"532013","3","3","3"
"532196","9","9","9"
"533321","8","8","8"
"533704","9","9","9"
"534114","16","16","16"
"534273","3","3","3"
"534625","3","3","3"
"534709","3","3","3"
"534855","13","13","13"
"535148","2","2","2"
"535243","9","9","9"
"535452","1","1","1"
"535645","3","3","3"
"535775","0","0","0"
"536014","2","2","2"
"536119","4","4","4"
"536594","9","9","9"
"536985","0","0","0"
"537524","3","3","3"
"537639","5","5","5"
"538043","14","14","14"
"538346","4","4","4"
"538418","2","2","2"
"538506","1","1","1"
"538617","5","5","5"
"538812","3","3","3"
"539142","1","1","1"
"539280","1","1","1"
"539395","3","3","3"
"539916","4","4","4"
"540034","1","1","1"
"541019","7","7","7"
"541517","6","6","6"
"541611","10","10","10"
"542014","1","1","1"
"542079","6","6","6"
"542423","12","12","12"
"542494","4","4","4"
"542568","4","4","4"
"542959","8","8","8"
"543812","4","4","4"
"544037","4","4","4"
"544880","5","5","5"
"545850","4","4","4"
"546349","1","1","1"
"546565","10","10","10"
"547456","8","8","8"
"547849","2","2","2"
"547926","9","9","9"
"548792","4","4","4"
"548801","3","3","3"
"549902","2","2","2"
"549994","1","1","1"
"551135","2","2","2"
"551642","2","2","2"
"552015","7","7","7"
"552381","11","11","11"
"552408","8","8","8"
"552540","3","3","3"
"552723","5","5","5"
"553553","9","9","9"
"554411","1","1","1"
"554935","0","0","0"
"555016","5","5","5"
"555366","11","11","11"
"555594","0","0","0"
"556007","4","4","4"
"556483","3","3","3"
"557481","10","10","10"
"557921","7","7","7"
"558062","9","9","9"
"558389","6","6","6"
"558692","5","5","5"
"559424","1","1","1"
"559522","8","8","8"
"559999","6","6","6"
"560025","9","9","9"
"560341","5","5","5"
"560867","6","6","6"
"560900","4","4","4"
"561876","10","10","10"
"562700","7","7","7"
"562754","4","4","4"
"563048","6","6","6"
"563186","5","5","5"
"563544","0","0","0"
"564217","8","8","8"
"564299","7","7","7"
"564720","6","6","6"
"564754","6","6","6"
"564860","6","6","6"
"564922","5","5","5"
"565463","5","5","5"
"565664","14","14","14"
"566108","3","3","3"
"566648","4","4","4"
"566715","6","6","6"
"567091","5","5","5"
"567215","4","4","4"
"567560","3","3","3"
"567725","5","5","5"
"568013","6","6","6"
"568774","6","6","6"
"569811","1","1","1"
"569947","9","9","9"
"570301","1","1","1"
"570654","10","10","10"
"571009","4","4","4"
"571205","6","6","6"
"571562","3","3","3"
"572046","6","6","6"
"574147","4","4","4"
"574757","7","7","7"
"574948","1","1","1"
"575177","8","8","8"
"575254","4","4","4"
"575728","0","0","0"
"575951","5","5","5"
"576016","15","15","15"
"576299","7","7","7"
"576348","0","0","0"
"577653","2","2","2"
"577836","1","1","1"
"578119","2","2","2"
"578385","5","5","5"
"578595","3","3","3"
"578998","9","9","9"
"579047","2","2","2"
"579174","4","4","4"
"579490","3","3","3"
"579700","10","10","10"
"579904","2","2","2"
"580138","0","0","0"
"580874","6","6","6"
"581260","9","9","9"
"581380","2","2","2"
"581939","0","0","0"
"582681","4","4","4"
"582847","4","4","4"
"583115","2","2","2"
"584701","2","2","2"
"584788","8","8","8"
"584983","1","1","1"
"585641","3","3","3"
"586064","0","0","0"
"586136","4","4","4"
"586799","4","4","4"
"587413","5","5","5"
"587590","7","7","7"
"587962","6","6","6"
"589595","2","2","2"
"589687","15","15","15"
"590240","6","6","6"
"590777","7","7","7"
"591813","6","6","6"
"592228","5","5","5"
"592401","1","1","1"
"592781","5","5","5"
"592962","3","3","3"
"593070","14","14","14"
"593423","5","5","5"
"593503","2","2","2"
"593757","5","5","5"
"594056","7","7","7"
"594157","8","8","8"
"594407","3","3","3"
"594590","2","2","2"
"594706","6","6","6"
"595057","6","6","6"
"595354","17","17","17"
"595612","1","1","1"
"596735","2","2","2"
"597035","5","5","5"
"597118","4","4","4"
"597308","9","9","9"
"597582","6","6","6"
"598115","0","0","0"
"598569","3","3","3"
"598723","9","9","9"
"598913","2","2","2"
"599922","6","6","6"
"600245","4","4","4"
"600674","13","13","13"
"600772","5","5","5"
"600952","8","8","8"
"601171","2","2","2"
"602344","6","6","6"
"602657","5","5","5"
"603659","4","4","4"
"604915","3","3","3"
"605004","8","8","8"
"605181","3","3","3"
"605888","8","8","8"
"606406","5","5","5"
"606793","13","13","13"
"607092","7","7","7"
"607440","2","2","2"
"607610","4","4","4"
"607702","9","9","9"
"607829","5","5","5"
"608160","5","5","5"
"608793","6","6","6"
"609083","12","12","12"
"609108","7","7","7"
"609176","7","7","7"
"609261","1","1","1"
"609823","2","2","2"
"610026","8","8","8"
"610853","9","9","9"
"610946","2","2","2"
"611121","5","5","5"
"611217","2","2","2"
"612580","0","0","0"
"612874","10","10","10"
"613441","1","1","1"
"614610","6","6","6"
"614704","2","2","2"
"614797","1","1","1"
"614856","7","7","7"
"616043","2","2","2"
"616105","1","1","1"
"617287","11","11","11"
"617394","3","3","3"
"618588","7","7","7"
"618799","8","8","8"
"619116","1","1","1"
"619382","14","14","14"
"619549","3","3","3"
"619893","4","4","4"
"619973","6","6","6"
"621712","1","1","1"
"621838","7","7","7"
"621992","7","7","7"
"622138","1","1","1"
"622242","6","6","6"
"622395","3","3","3"
"622503","7","7","7"
"622927","8","8","8"
"623639","1","1","1"
"623722","2","2","2"
"623812","5","5","5"
"624153","1","1","1"
"624895","8","8","8"
"624986","10","10","10"
"625666","2","2","2"
"625731","3","3","3"
"625801","4","4","4"
"626109","4","4","4"
"627193","7","7","7"
"627892","6","6","6"
"628064","7","7","7"
"628639","6","6","6"
"628901","3","3","3"
"628993","1","1","1"
"629588","7","7","7"
"629696","6","6","6"
"630563","13","13","13"
"631273","7","7","7"
"631678","9","9","9"
"631754","5","5","5"
"631905","9","9","9"
"632467","11","11","11"
"632548","3","3","3"
"632593","5","5","5"
"633118","13","13","13"
"633352","4","4","4"
"633587","12","12","12"
"634094","7","7","7"
"634360","4","4","4"
"635437","9","9","9"
"635613","5","5","5"
"636818","6","6","6"
"637031","0","0","0"
"637489","4","4","4"
"637948","7","7","7"
"638010","3","3","3"
"638184","3","3","3"
"638263","1","1","1"
"638488","12","12","12"
"638549","11","11","11"
"638854","14","14","14"
"638966","7","7","7"
"638988","13","13","13"
"639269","0","0","0"
"639840","1","1","1"
"640329","0","0","0"
"640790","1","1","1"
"641721","1","1","1"
"641855","6","6","6"
"641927","7","7","7"
"642059","7","7","7"
"642460","9","9","9"
"642906","8","8","8"
"642948","7","7","7"
"643238","4","4","4"
"643835","5","5","5"
"644082","5","5","5"
"644399","5","5","5"
"645033","1","1","1"
"646622","4","4","4"
"646819","3","3","3"
"647024","7","7","7"
"647447","9","9","9"
"647949","10","10","10"
"649061","0","0","0"
"649454","3","3","3"
"649861","7","7","7"
"650577","8","8","8"
"650856","2","2","2"
"650952","6","6","6"
"651225","5","5","5"
"651325","4","4","4"
"651395","8","8","8"
"651679","5","5","5"
"653048","4","4","4"
"653328","8","8","8"
"653647","4","4","4"
"654400","6","6","6"
"655136","4","4","4"
"655409","2","2","2"
"655714","8","8","8"
"655988","11","11","11"
"656084","3","3","3"
"656417","5","5","5"
"657107","3","3","3"
"657638","2","2","2"
"659228","3","3","3"
"659406","10","10","10"
"659885","7","7","7"
"660230","2","2","2"
"660290","9","9","9"
"660696","5","5","5"
"661591","2","2","2"
"661633","9","9","9"
"662192","1","1","1"
"662335","3","3","3"
"662451","9","9","9"
"662716","9","9","9"
"662941","11","11","11"
"663370","10","10","10"
"663726","0","0","0"
"663788","7","7","7"
"663821","4","4","4"
"664140","14","14","14"
"664402","6","6","6"
"664566","6","6","6"
"664921","1","1","1"
"665338","6","6","6"
"665828","8","8","8"
"665988","4","4","4"
"666467","1","1","1"
"666755","3","3","3"
"666987","11","11","11"
"667102","4","4","4"
"667783","4","4","4"
"668698","7","7","7"
"668755","0","0","0"
"668970","17","17","17"
"669435","2","2","2"
"669909","14","14","14"
"670177","3","3","3"
"670225","3","3","3"
"670322","4","4","4"
"670678","9","9","9"
"670754","5","5","5"
"670895","10","10","10"
"670918","0","0","0"
"671607","13","13","13"
"672788","4","4","4"
"672873","8","8","8"
"673055","6","6","6"
"673225","13","13","13"
"673713","2","2","2"
"673853","3","3","3"
"674558","4","4","4"
"674611","2","2","2"
"674703","4","4","4"
"674804","2","2","2"
"674952","9","9","9"
"675339","9","9","9"
"675929","1","1","1"
"676357","5","5","5"
"676454","2","2","2"
"676675","0","0","0"
"676951","2","2","2"
"678232","3","3","3"
"679181","1","1","1"
"680218","0","0","0"
"681281","3","3","3"
"681632","2","2","2"
"682229","13","13","13"
"682277","10","10","10"
"682490","5","5","5"
"682887","1","1","1"
"682971","5","5","5"
"683374","6","6","6"
"683821","3","3","3"
"683869","6","6","6"
"684166","5","5","5"
"684620","2","2","2"
"684857","6","6","6"
"685120","6","6","6"
"685476","3","3","3"
"685816","1","1","1"
"686165","4","4","4"
"686468","2","2","2"
"686610","5","5","5"
"687187","2","2","2"
"687900","8","8","8"
"688074","8","8","8"
"688182","4","4","4"
"688578","4","4","4"
"689127","3","3","3"
"689168","6","6","6"
"689520","5","5","5"
"690575","6","6","6"
"690876","5","5","5"
"691350","5","5","5"
"691695","9","9","9"
"691755","6","6","6"
"691838","3","3","3"
"692010","0","0","0"
"692383","4","4","4"
"693198","14","14","14"
"693795","4","4","4"
"694783","8","8","8"
"695322","3","3","3"
"695513","3","3","3"
"696215","3","3","3"
"696296","7","7","7"
"696542","13","13","13"
"697012","6","6","6"
"697068","12","12","12"
"698549","8","8","8"
"698821","8","8","8"
"699127","6","6","6"
"699313","3","3","3"
"699378","5","5","5"
"699985","12","12","12"
"700033","3","3","3"
"700883","2","2","2"
"701446","7","7","7"
"701811","1","1","1"
"702054","8","8","8"
"702637","4","4","4"
"702699","3","3","3"
"702728","11","11","11"
"703225","7","7","7"
"704034","5","5","5"
"704660","8","8","8"
"704768","4","4","4"
"706392","5","5","5"
"708035","6","6","6"
"708226","8","8","8"
"708342","4","4","4"
"709007","1","1","1"
"709202","8","8","8"
"709388","3","3","3"
"709702","0","0","0"
"709961","9","9","9"
"710027","13","13","13"
"710448","5","5","5"
"710702","6","6","6"
"710733","9","9","9"
"711047","4","4","4"
"711708","6","6","6"
"711849","15","15","15"
"712277","7","7","7"
"712801","18","18","18"
"712974","4","4","4"
"713354","0","0","0"
"713928","0","0","0"
"714138","0","0","0"
"715421","9","9","9"
"715524","4","4","4"
"715631","9","9","9"
"715705","2","2","2"
"716002","2","2","2"
"716319","4","4","4"
"716883","3","3","3"
"717083","4","4","4"
"717285","12","12","12"
"717627","8","8","8"
"718504","1","1","1"
"718750","4","4","4"
"719021","1","1","1"
"719166","5","5","5"
"719190","8","8","8"
"719480","14","14","14"
"719595","4","4","4"
"720627","4","4","4"
"720784","6","6","6"
"721049","6","6","6"
"721175","6","6","6"
"721487","2","2","2"
"721898","7","7","7"
"722241","4","4","4"
"723397","8","8","8"
"723572","6","6","6"
"724341","6","6","6"
"724363","4","4","4"
"724489","2","2","2"
"724900","11","11","11"
"724963","1","1","1"
"725144","1","1","1"
"725692","5","5","5"
"725815","9","9","9"
"726236","2","2","2"
"726976","1","1","1"
"727380","8","8","8"
"727457","3","3","3"
"727536","4","4","4"
"728074","2","2","2"
"728218","2","2","2"
"728505","1","1","1"
"729201","6","6","6"
"729234","6","6","6"
"729873","6","6","6"
"730080","6","6","6"
"730182","3","3","3"
"730409","5","5","5"
"731382","1","1","1"
"732140","4","4","4"
"732774","7","7","7"
"733358","6","6","6"
"733869","6","6","6"
"734079","12","12","12"
"734239","1","1","1"
"734840","1","1","1"
"735317","5","5","5"
"735387","4","4","4"
"735582","1","1","1"
"735674","3","3","3"
"735699","4","4","4"
"735815","7","7","7"
"737480","5","5","5"
"737593","0","0","0"
"737915","4","4","4"
"737982","1","1","1"
"738101","3","3","3"
"738663","3","3","3"
"739468","10","10","10"
"739864","4","4","4"
"741675","7","7","7"
"742093","4","4","4"
"742721","2","2","2"
"742788","10","10","10"
"742854","2","2","2"
"743232","2","2","2"
"743411","9","9","9"
"743523","3","3","3"
"743716","4","4","4"
"743753","10","10","10"
"744011","6","6","6"
"744144","3","3","3"
"744901","5","5","5"
"746722","10","10","10"
"747034","2","2","2"
"748729","1","1","1"
"749276","3","3","3"
"749681","2","2","2"
"749944","3","3","3"
"750087","2","2","2"
"750231","14","14","14"
"750289","5","5","5"
"750740","5","5","5"
"750914","5","5","5"
"751119","5","5","5"
"751397","14","14","14"
"752195","12","12","12"
"752857","10","10","10"
"753610","9","9","9"
"753958","6","6","6"
"754294","11","11","11"
"754619","6","6","6"
"754672","4","4","4"
"755026","3","3","3"
"755177","6","6","6"
"755280","3","3","3"
"756110","8","8","8"
"756811","4","4","4"
"756914","1","1","1"
"757907","5","5","5"
"758709","6","6","6"
"758763","2","2","2"
"758956","5","5","5"
"758989","4","4","4"
"759786","7","7","7"
"760365","2","2","2"
"760922","3","3","3"
"761268","4","4","4"
"761518","6","6","6"
"761633","11","11","11"
"761725","10","10","10"
"761883","4","4","4"
"761929","8","8","8"
"762236","10","10","10"
"762750","4","4","4"
"763095","1","1","1"
"763201","1","1","1"
"763364","3","3","3"
"763484","1","1","1"
"764421","6","6","6"
"764829","7","7","7"
"765068","5","5","5"
"765240","4","4","4"
"767175","2","2","2"
"767847","10","10","10"
"768162","3","3","3"
"768377","2","2","2"
"768597","11","11","11"
"768665","1","1","1"
"768726","3","3","3"
"769044","3","3","3"
"769284","4","4","4"
"769705","3","3","3"
"770776","6","6","6"
"770882","3","3","3"
"771045","3","3","3"
"772334","0","0","0"
"774030","4","4","4"
"774366","14","14","14"
"774687","2","2","2"
"774967","10","10","10"
"775285","4","4","4"
"775744","5","5","5"
"775880","8","8","8"
"776062","5","5","5"
"776201","3","3","3"
"776348","2","2","2"
"776897","2","2","2"
"776998","7","7","7"
"777617","5","5","5"
"778066","6","6","6"
"778290","4","4","4"
"778310","7","7","7"
"778571","2","2","2"
"778640","4","4","4"
"778971","3","3","3"
"779165","0","0","0"
"779251","15","15","15"
"780175","10","10","10"
"780520","7","7","7"
"781058","0","0","0"
"781331","5","5","5"
"781748","2","2","2"
"781770","7","7","7"
"781911","3","3","3"
"782129","5","5","5"
"782895","11","11","11"
"783862","6","6","6"
"784259","10","10","10"
"784410","9","9","9"
"784980","1","1","1"
"785279","2","2","2"
"785485","6","6","6"
"786190","3","3","3"
"787043","9","9","9"
"787399","3","3","3"
"787528","1","1","1"
"787773","10","10","10"
"787946","6","6","6"
"788761","6","6","6"
"788885","3","3","3"
"789805","6","6","6"
"790434","7","7","7"
"790906","9","9","9"
"791081","1","1","1"
"791393","9","9","9"
"791736","9","9","9"
"791801","6","6","6"
"792088","6","6","6"
"792358","0","0","0"
"793349","8","8","8"
"793732","4","4","4"
"794101","5","5","5"
"794796","10","10","10"
"795447","4","4","4"
"795713","4","4","4"
"795926","4","4","4"
"796779","11","11","11"
"796978","4","4","4"
"798510","7","7","7"
"798942","6","6","6"
"799308","10","10","10"
"799391","6","6","6"
"801350","3","3","3"
"802268","10","10","10"
"802843","3","3","3"
"802967","1","1","1"
"803074","4","4","4"
"803187","3","3","3"
"803505","3","3","3"
"803529","4","4","4"
"803616","1","1","1"
"804047","7","7","7"
"804325","8","8","8"
"804432","8","8","8"
"805290","3","3","3"
"805786","1","1","1"
"805877","1","1","1"
"805913","4","4","4"
"806285","3","3","3"
"806831","4","4","4"
"807344","3","3","3"
"808246","6","6","6"
"808379","6","6","6"
"808846","5","5","5"
"809223","5","5","5"
"809313","2","2","2"
"809897","2","2","2"
"810876","0","0","0"
"810914","3","3","3"
"811052","1","1","1"
"811200","8","8","8"
"811402","5","5","5"
"813579","8","8","8"
"814007","1","1","1"
"814164","5","5","5"
"814273","9","9","9"
"814856","6","6","6"
"815583","1","1","1"
"815997","5","5","5"
"816314","5","5","5"
"817774","2","2","2"
"818354","3","3","3"
"818659","16","16","16"
"819148","5","5","5"
"819424","0","0","0"
"819684","9","9","9"
"820840","11","11","11"
"821137","9","9","9"
"821318","2","2","2"
"821541","5","5","5"
"822805","6","6","6"
"822968","2","2","2"
"823451","4","4","4"
"824057","10","10","10"
